MaxFitness,AverageFitness,GenerationId,BestWeight,SatisfiedClauses
12317965,11342907.4175,164,32303,302
12317965,11353168.11,165,32303,302
12317965,11361792.265,166,32303,302
12317965,11350726.74,167,32303,302
12317965,11343655.8225,168,32303,302
12317965,11340661.435,169,32303,302
12317965,11339685.22,170,32303,302
12317965,11333057.7475,171,32303,302
12317965,11363092.7925,172,32303,302
12317965,11368033.9075,173,32303,302
12317965,11363253.9275,174,32303,302
12317965,11385482.4325,175,32303,302
12317965,11370230.365,176,32303,302
12317965,11358903.525,177,32303,302
12317965,11347507.765,178,32303,302
12317965,11372192.5175,179,32303,302
12317965,11379086.785,180,32303,302
12317965,11403934.9225,181,32303,302
12317965,11408163.3625,182,32303,302
12317965,11362001.8425,183,32303,302
12317965,11374499.2525,184,32303,302
12317965,11402247.87,185,32303,302
12317965,11389846.8675,186,32303,302
12317965,11386769.3575,187,32303,302
12317965,11371678.1625,188,32303,302
12317965,11386843.305,189,32303,302
12317965,11375109.7925,190,32303,302
12317965,11373479.6475,191,32303,302
12317965,11356577.9775,192,32303,302
12317965,11339828.1775,193,32303,302
12317965,11340137.6225,194,32303,302
12317965,11348903.6475,195,32303,302
12317965,11366403.2925,196,32303,302
12317965,11378929.9075,197,32303,302
12317965,11388074.555,198,32303,302
12317965,11370497.9975,199,32303,302
12317965,11353501.585,200,32303,302
12317965,11346808.3925,201,32303,302
12317965,11334030.305,202,32303,302
12317965,11339094.7775,203,32303,302
12317965,11352848.9725,204,32303,302
12317965,11356354.4,205,32303,302
12317965,11362200.5025,206,32303,302
12317965,11361454.0725,207,32303,302
12317965,11337294.315,208,32303,302
12317965,11347648.7275,209,32303,302
12317965,11321949.005,210,32303,302
12317965,11312874.8025,211,32303,302
12317965,11332276.6075,212,32303,302
12317965,11361941.635,213,32303,302
12317965,11384959.2325,214,32303,302
12317965,11364213.7575,215,32303,302
12317965,11394161.3225,216,32303,302
12317965,11365561.7175,217,32303,302
12317965,11351465.395,218,32303,302
12317965,11370898.9975,219,32303,302
12317965,11378509.2825,220,32303,302
12317965,11369219.79,221,32303,302
12317965,11378794.9425,222,32303,302
12317965,11399550.965,223,32303,302
12317965,11384325.5625,224,32303,302
12317965,11369065.57,225,32303,302
12317965,11343176.255,226,32303,302
12317965,11333167.16,227,32303,302
12317965,11353476.61,228,32303,302
12317965,11340073.4075,229,32303,302
12317965,11357021.3225,230,32303,302
12317965,11370558.6475,231,32303,302
12317965,11360349.04,232,32303,302
12317965,11368591.645,233,32303,302
12357923,11380692.1575,234,31580,303
12357923,11358820.955,235,31580,303
12357923,11375340.5225,236,31580,303
12357923,11390122.7575,237,31580,303
12357923,11376679.47,238,31580,303
12357923,11367963.835,239,31580,303
12357923,11345857.075,240,31580,303
12357923,11334108.8425,241,31580,303
12357923,11355609.46,242,31580,303
12357923,11324819.2775,243,31580,303
12357923,11325718.755,244,31580,303
12357923,11344700.8025,245,31580,303
12357923,11379944.8625,246,31580,303
12357923,11411954.1775,247,31580,303
12357923,11407656.12,248,31580,303
12357923,11435093.3675,249,31580,303
12357923,11395170.29,250,31580,303
12357923,11385211.26,251,31580,303
12357923,11365458.0925,252,31580,303
12357923,11368927.66,253,31580,303
12357923,11366544.765,254,31580,303
12357923,11333171.1025,255,31580,303
12357923,11304368.2875,256,31580,303
12357923,11337344.1375,257,31580,303
12357923,11341371.2275,258,31580,303
12357923,11348969.4825,259,31580,303
12357923,11358961.8775,260,31580,303
12357923,11341715.265,261,31580,303
12357923,11332264.545,262,31580,303
12357923,11313558.445,263,31580,303
12357923,11334157.515,264,31580,303
12357923,11349138.1275,265,31580,303
12357923,11325490.9,266,31580,303
12357923,11352170.8675,267,31580,303
12357923,11365083.1325,268,31580,303
12357923,11321966.4725,269,31580,303
12357923,11354571.5775,270,31580,303
12357923,11346591.135,271,31580,303
12357923,11350976.73,272,31580,303
12357923,11357484.3275,273,31580,303
12357923,11366359,274,31580,303
12357923,11376384.77,275,31580,303
12357923,11378984.135,276,31580,303
12357923,11376394.31,277,31580,303
12357923,11347120.485,278,31580,303
12357923,11365914.7425,279,31580,303
12357923,11381034.87,280,31580,303
12357923,11347553,281,31580,303
12357923,11344396.7925,282,31580,303
12357923,11352406.89,283,31580,303
12357923,11333507.785,284,31580,303
12357923,11315403.0825,285,31580,303
12357923,11327876.955,286,31580,303
12357923,11339961.1375,287,31580,303
12357923,11353072.8975,288,31580,303
12357923,11356102.725,289,31580,303
12357923,11385693.665,290,31580,303
12357923,11362801.3525,291,31580,303
12357923,11381320.3275,292,31580,303
12357923,11369308.655,293,31580,303
12357923,11379036.205,294,31580,303
12357923,11367085.465,295,31580,303
12357923,11359814.385,296,31580,303
12357923,11358135.14,297,31580,303
12357923,11351785.505,298,31580,303
12357923,11348333.88,299,31580,303
12357923,11354463.07,300,31580,303
12357923,11357841.105,301,31580,303
12357923,11370816.21,302,31580,303
12357923,11372340.2225,303,31580,303
12357923,11350807.38,304,31580,303
12357923,11363405.8775,305,31580,303
12357923,11374937.3225,306,31580,303
12357923,11355189.6975,307,31580,303
12357923,11367157.48,308,31580,303
12357923,11358120.6825,309,31580,303
12357923,11345340.9225,310,31580,303
12357923,11368578.8975,311,31580,303
12357923,11366101.4075,312,31580,303
12357923,11371387.18,313,31580,303
12357923,11342058.76,314,31580,303
12357923,11351308.165,315,31580,303
12357923,11347442.83,316,31580,303
12357923,11354981.665,317,31580,303
12357923,11372751.44,318,31580,303
12357923,11368554.3475,319,31580,303
12357923,11345080.0475,320,31580,303
12357923,11357052.81,321,31580,303
12357923,11363795.9275,322,31580,303
12357923,11367083.0375,323,31580,303
12357923,11360512.11,324,31580,303
12357923,11352751.28,325,31580,303
12357923,11355251.945,326,31580,303
12357923,11374787.6975,327,31580,303
12357923,11367801.565,328,31580,303
12357923,11356561.87,329,31580,303
12357923,11343959.2525,330,31580,303
12357923,11331883.3375,331,31580,303
12357923,11338169.2425,332,31580,303
12357923,11325885.6475,333,31580,303
12357923,11330040.7,334,31580,303
12357923,11345640.985,335,31580,303
12357923,11351253.4925,336,31580,303
12357923,11333699.7925,337,31580,303
12357923,11331656.7675,338,31580,303
12357923,11349744.1075,339,31580,303
12357923,11359943.4325,340,31580,303
12357923,11374670.9625,341,31580,303
12357923,11374932.0125,342,31580,303
12357923,11377885.775,343,31580,303
12357923,11390623.3175,344,31580,303
12357923,11395061.4675,345,31580,303
12357923,11359456.4525,346,31580,303
12357923,11370555.765,347,31580,303
12357923,11360560.21,348,31580,303
12357923,11373369.1,349,31580,303
12357923,11398543.265,350,31580,303
12357923,11399083.5125,351,31580,303
12357923,11427423.9075,352,31580,303
12357923,11400602.39,353,31580,303
12357923,11399893.4475,354,31580,303
12357923,11395960.82,355,31580,303
12357923,11399570.405,356,31580,303
12357923,11375848.3075,357,31580,303
12357923,11390641.285,358,31580,303
12357923,11385723.345,359,31580,303
12357923,11390204.125,360,31580,303
12357923,11402482.8325,361,31580,303
12357923,11383630.905,362,31580,303
12357923,11376180.71,363,31580,303
12357923,11376586.3575,364,31580,303
12357923,11341848.06,365,31580,303
12357923,11353715.5075,366,31580,303
12357923,11327107.68,367,31580,303
12357923,11354933.1425,368,31580,303
12357923,11331741.5975,369,31580,303
12357923,11329176.8275,370,31580,303
12357923,11346356.0425,371,31580,303
12357923,11342823.8625,372,31580,303
12357923,11302549.21,373,31580,303
12357923,11325515.3175,374,31580,303
12357923,11330029.515,375,31580,303
12357923,11364613.745,376,31580,303
12357923,11336257.805,377,31580,303
12357923,11342873.915,378,31580,303
12357923,11344002.74,379,31580,303
12357923,11369260.035,380,31580,303
12357923,11379616.4575,381,31580,303
12357923,11339321.955,382,31580,303
12357923,11345258.5275,383,31580,303
12357923,11372576.2025,384,31580,303
12357923,11391044.59,385,31580,303
12357923,11417246.4425,386,31580,303
12357923,11392753.5475,387,31580,303
12357923,11386195.5175,388,31580,303
12357923,11357855.545,389,31580,303
12357923,11350815.125,390,31580,303
12357923,11366526.13,391,31580,303
12357923,11360082.925,392,31580,303
12357923,11390735.4975,393,31580,303
12357923,11362783.7725,394,31580,303
12357923,11367045.8425,395,31580,303
12357923,11379295.0525,396,31580,303
12357923,11384848.3725,397,31580,303
12358616,11355352.4375,398,32273,303
12358616,11361606.8775,399,32273,303
